ID,Label,Definition,PROMOT Cross-reference,Associated Phenotype (URI),Associated Phenotype (label),Assesses Phenotype (URI),Assesses Phenotype (label),Assesses Function (URI),Assesses Function (label),Captures Data About (URI),Captures Data About (label),Associated Function (URI),Associated Function (label),Involved In (URI),Involved In (label),Located In (URI),Located In (label),LLM Score,LLM Top Candidates,LLM Match Note
http://purl.obolibrary.org/obo/UBERON_0001004,respiratory system,"",http://id.who.int/icd/entity/1360101629|http://id.who.int/icd/entity/1470583183|http://id.who.int/icd/entity/1682107878|http://id.who.int/icd/entity/326705068|http://id.who.int/icd/entity/446199613|http://id.who.int/icd/entity/495844982|http://id.who.int/icd/entity/744367503|http://id.who.int/icd/entity/773343048|http://id.who.int/icd/entity/829058183,http://snomed.info/id/12894003|http://purl.obolibrary.org/obo/HP_0002643|http://purl.obolibrary.org/obo/HP_0002878|http://purl.obolibrary.org/obo/HP_0002882|http://purl.obolibrary.org/obo/HP_0004885|http://purl.obolibrary.org/obo/HP_0004887|http://purl.obolibrary.org/obo/HP_0004889|http://purl.obolibrary.org/obo/HP_0005949|http://purl.obolibrary.org/obo/HP_0012497|http://purl.obolibrary.org/obo/HP_0030196|http://purl.obolibrary.org/obo/HP_0032341,Functional assessment|Neonatal respiratory distress|Respiratory failure|Sudden episodic apnea|Episodic respiratory distress|Respiratory failure requiring assisted ventilation|Intermittent episodes of respiratory insufficiency due to muscle weakness|Apneic episodes in infancy|Reduced maximal expiratory pressure|Fatigable weakness of respiratory muscles|Fatigable weakness of respiratory muscles |Reduced forced vital capacity,"","","","","","",http://id.who.int/icd/entity/1360101629|http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017|http://id.who.int/icd/entity/446199613,Respiratory muscle functions|Endurance of muscle groups|Power of isolated muscles and muscle groups|Respiration functions,"","","","",0.7801,respiratory system [0.729] | Weakness of muscles of respiration [0.625] | Respiratory insufficiency due to muscle weakness [0.599] || respiratory system [0.592] | Pulmonary Function Test [0.568] | Respiratory distress [0.537] || respiratory system [0.721] | Abnormal respiratory system physiology [0.639] | Abnormality of the respiratory system [0.585] || respiratory system [0.628] | cardiovascular system [0.601] | Abnormal cardiovascular system physiology [0.6] || respiratory system [0.685] | Abnormal respiratory system physiology [0.562] | Respiratory distress [0.54] || respiratory system [0.626] | respiratory tract [0.585] | musculature of body [0.567] || respiratory system [0.78] | Abnormal respiratory system physiology [0.607] | respiratory tract [0.595] || respiratory system [0.628] | cardiovascular system [0.594] | Abnormal cardiovascular system physiology [0.583] || respiratory system [0.69] | respiratory tract [0.684] | outflow tract pulmonary component [0.58],"PROMOT mapping: 'Respiratory muscle functions' (LLM score: 0.7293) | Candidates: respiratory system [0.729] | Weakness of muscles of respiration [0.625] | Respiratory insufficiency due to muscle weakness [0.599] | PROMOT mapping: 'Functions of breathing through the mouth' (LLM score: 0.5918) | Candidates: respiratory system [0.592] | Pulmonary Function Test [0.568] | Respiratory distress [0.537] | PROMOT mapping: 'Additional functions of the respiratory system' (LLM score: 0.7206) | Candidates: respiratory system [0.721] | Abnormal respiratory system physiology [0.639] | Abnormality of the respiratory system [0.585] | PROMOT mapping: 'Functions of the cardiovascular, haematological, immunological and respiratory systems' (LLM score: 0.6275) | Candidates: respiratory system [0.628] | cardiovascular system [0.601] | Abnormal cardiovascular system physiology [0.6] | PROMOT mapping: 'Respiration functions' (LLM score: 0.6845) | Candidates: respiratory system [0.685] | Abnormal respiratory system physiology [0.562] | Respiratory distress [0.54] | PROMOT mapping: 'Muscles of respiration' (LLM score: 0.6255) | Candidates: respiratory system [0.626] | respiratory tract [0.585] | musculature of body [0.567] | PROMOT mapping: 'Functions of the respiratory system' (LLM score: 0.7801) | Candidates: respiratory system [0.78] | Abnormal respiratory system physiology [0.607] | respiratory tract [0.595] | PROMOT mapping: 'Additional functions and sensations of the cardiovascular and respiratory systems' (LLM score: 0.6275) | Candidates: respiratory system [0.628] | cardiovascular system [0.594] | Abnormal cardiovascular system physiology [0.583] | PROMOT mapping: 'Structure of respiratory system' (LLM score: 0.6903) | Candidates: respiratory system [0.69] | respiratory tract [0.684] | outflow tract pulmonary component [0.58]"
http://purl.obolibrary.org/obo/HP_0002943,Thoracic scoliosis,"",http://id.who.int/icd/entity/1364393443,http://purl.obolibrary.org/obo/HP_0002751|http://purl.obolibrary.org/obo/HP_0003306,Kyphoscoliosis|Spinal rigidity,"","","","","","","","","","","","",0.545,Thoracic scoliosis [0.545] | thoracic skeleton [0.543] | descending thoracic aorta [0.447],PROMOT mapping: 'Thoracic vertebral column' (LLM score: 0.545) | Candidates: Thoracic scoliosis [0.545] | thoracic skeleton [0.543] | descending thoracic aorta [0.447]
http://purl.obolibrary.org/obo/MONDO_0700096,human disease,"",http://id.who.int/icd/entity/1398348540,"","","","","","","","","","","","","","",0.5118,human disease [0.512] | physical quality [0.434] | disease by body system or component [0.418],PROMOT mapping: 'Looking after one's health' (LLM score: 0.5118) | Candidates: human disease [0.512] | physical quality [0.434] | disease by body system or component [0.418]
http://purl.obolibrary.org/obo/NCIT_C139210,Grip Strength,"",http://id.who.int/icd/entity/1399000785|http://purl.obolibrary.org/obo/PROMOT_0032034|http://purl.obolibrary.org/obo/PROMOT_0032037|http://purl.obolibrary.org/obo/PROMOT_0032070|http://purl.obolibrary.org/obo/PROMOT_0032073|http://purl.obolibrary.org/obo/PROMOT_0032089,http://snomed.info/id/84100007|http://snomed.info/id/12894003,"Clinical interview|History taking|History taking, health|Taking health history|Functional assessment","","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.5976,Grip Strength [0.584] | Percussion-induced rapid rolling muscle contractions [0.519] | congenital generalized hypercontractile muscle stiffness syndrome [0.512] || Grip Strength [0.538] | Upper limb muscle weakness [0.501] | Distal upper limb muscle weakness [0.484] || Grip Strength [0.493] | endocrine myopathy [0.467] | Intrinsic QRS Duration [0.465] || Grip Strength [0.598] | Manual Muscle Testing [0.573] | muscle organ [0.525] || Grip Strength [0.563] | morphology [0.48] | intrinsic cardiomyopathy [0.474] || Grip Strength [0.491] | Abnormal muscle tone [0.49] | morphology [0.477],PROMOT mapping: 'Contraction force of ventricular muscles' (LLM score: 0.5843) | Candidates: Grip Strength [0.584] | Percussion-induced rapid rolling muscle contractions [0.519] | congenital generalized hypercontractile muscle stiffness syndrome [0.512] | PROMOT mapping: 'Endurance of hand muscle' (LLM score: 0.5381) | Candidates: Grip Strength [0.538] | Upper limb muscle weakness [0.501] | Distal upper limb muscle weakness [0.484] | PROMOT mapping: 'Endurance of intrinsic muscle of hand' (LLM score: 0.4932) | Candidates: Grip Strength [0.493] | endocrine myopathy [0.467] | Intrinsic QRS Duration [0.465] | PROMOT mapping: 'Power of hand muscle' (LLM score: 0.5976) | Candidates: Grip Strength [0.598] | Manual Muscle Testing [0.573] | muscle organ [0.525] | PROMOT mapping: 'Power of intrinsic muscle of hand' (LLM score: 0.5626) | Candidates: Grip Strength [0.563] | morphology [0.48] | intrinsic cardiomyopathy [0.474] | PROMOT mapping: 'Power of thenar muscle' (LLM score: 0.491) | Candidates: Grip Strength [0.491] | Abnormal muscle tone [0.49] | morphology [0.477]
http://purl.obolibrary.org/obo/UBERON_0008202,bone of hip region,"",http://id.who.int/icd/entity/1401748164|http://id.who.int/icd/entity/1794398084|http://id.who.int/icd/entity/249425252|http://id.who.int/icd/entity/435521956|http://id.who.int/icd/entity/862003070,http://purl.obolibrary.org/obo/HP_0001374|http://purl.obolibrary.org/obo/HP_0003694|http://purl.obolibrary.org/obo/HP_0003731|http://purl.obolibrary.org/obo/HP_0007340|http://purl.obolibrary.org/obo/HP_0009028|http://purl.obolibrary.org/obo/HP_0009073|http://purl.obolibrary.org/obo/HP_0012515|http://purl.obolibrary.org/obo/HP_0030200|http://purl.obolibrary.org/obo/HP_0033416|http://purl.obolibrary.org/obo/HP_0000276,Congenital hip dislocation|Late-onset proximal muscle weakness|Quadriceps muscle weakness|Lower limb muscle weakness|Generalized weakness of limb muscles|Progressive proximal muscle weakness|Hip flexor weakness|Fatiguable weakness of proximal limb muscles|Fatiguable weakness of proximal limb muscles |Hip adductor weakness|Long face,"","","","","","",http://id.who.int/icd/entity/1748092144|http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1789365017,Stability of a single joint|Endurance of muscle groups|Power of isolated muscles and muscle groups,"","","","",0.6109,bone of hip region [0.611] | hip [0.6] | shoulder joint primordium [0.558] || bone of hip region [0.569] | jaw muscle [0.523] | Abnormality of the musculature of the upper limbs [0.489] || bone of hip region [0.573] | leg bone [0.552] | limb skeleton subdivision [0.544] || bone of hip region [0.606] | femur cartilage element [0.565] | hip [0.544] || bone of hip region [0.513] | facial skeleton [0.507] | primary subdivision of skull [0.479],PROMOT mapping: 'Hip joint' (LLM score: 0.6109) | Candidates: bone of hip region [0.611] | hip [0.6] | shoulder joint primordium [0.558] | PROMOT mapping: 'Muscles of thigh' (LLM score: 0.5688) | Candidates: bone of hip region [0.569] | jaw muscle [0.523] | Abnormality of the musculature of the upper limbs [0.489] | PROMOT mapping: 'Structure of lower leg' (LLM score: 0.5729) | Candidates: bone of hip region [0.573] | leg bone [0.552] | limb skeleton subdivision [0.544] | PROMOT mapping: 'Structure of thigh' (LLM score: 0.6064) | Candidates: bone of hip region [0.606] | femur cartilage element [0.565] | hip [0.544] | PROMOT mapping: 'Bones of cranium' (LLM score: 0.5129) | Candidates: bone of hip region [0.513] | facial skeleton [0.507] | primary subdivision of skull [0.479]
http://purl.obolibrary.org/obo/MONDO_0005395,movement disorder,"",http://id.who.int/icd/entity/1405368356|http://id.who.int/icd/entity/627064928,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5897,movement disorder [0.59] | muscle organ [0.579] | rippling muscle disease [0.572] || movement disorder [0.568] | muscle organ [0.553] | Motor Function Assessment [0.542],PROMOT mapping: 'Sensations related to muscles and movement functions' (LLM score: 0.5897) | Candidates: movement disorder [0.59] | muscle organ [0.579] | rippling muscle disease [0.572] | PROMOT mapping: 'Movement functions' (LLM score: 0.5681) | Candidates: movement disorder [0.568] | muscle organ [0.553] | Motor Function Assessment [0.542]
http://purl.obolibrary.org/obo/UBERON_0001016,nervous system,"",http://id.who.int/icd/entity/1419635799,"","","","","","","","","","","","","","",0.6358,nervous system [0.636] | neural tissue [0.618] | Abnormal nervous system morphology [0.601],PROMOT mapping: 'Structures of the nervous system' (LLM score: 0.6358) | Candidates: nervous system [0.636] | neural tissue [0.618] | Abnormal nervous system morphology [0.601]
http://purl.obolibrary.org/obo/UBERON_0001062,anatomical entity,"",http://id.who.int/icd/entity/142318995|http://id.who.int/icd/entity/150502901|http://id.who.int/icd/entity/1626363729|http://id.who.int/icd/entity/567313968|http://purl.obolibrary.org/obo/PROMOT_0020003|http://purl.obolibrary.org/obo/PROMOT_0020004,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","",http://id.who.int/icd/entity/567313968,Body functions,http://id.who.int/icd/entity/567313968,Body functions,http://id.who.int/icd/entity/1626363729,Body structures,0.758,anatomical entity [0.46] | limb cartilage element [0.459] | Device [0.454] || anatomical entity [0.553] | transitional anatomical structure [0.541] | main body axis [0.525] || anatomical entity [0.709] | organ system subdivision [0.602] | organism subdivision [0.595] || anatomical entity [0.618] | physical quality [0.577] | Body Organ or System Test [0.554] || anatomical entity [0.758] | anatomical structure [0.711] | organism subdivision [0.659] || anatomical entity [0.732] | anatomical structure [0.66] | organ [0.643],PROMOT mapping: 'Structure of hand' (LLM score: 0.4596) | Candidates: anatomical entity [0.46] | limb cartilage element [0.459] | Device [0.454] | PROMOT mapping: 'Changing basic body position' (LLM score: 0.5526) | Candidates: anatomical entity [0.553] | transitional anatomical structure [0.541] | main body axis [0.525] | PROMOT mapping: 'Body structures' (LLM score: 0.7094) | Candidates: anatomical entity [0.709] | organ system subdivision [0.602] | organism subdivision [0.595] | PROMOT mapping: 'Body functions' (LLM score: 0.618) | Candidates: anatomical entity [0.618] | physical quality [0.577] | Body Organ or System Test [0.554] | PROMOT mapping: 'Body structure related anatomical entity' (LLM score: 0.758) | Candidates: anatomical entity [0.758] | anatomical structure [0.711] | organism subdivision [0.659] | PROMOT mapping: 'Body function related anatomical entity' (LLM score: 0.7317) | Candidates: anatomical entity [0.732] | anatomical structure [0.66] | organ [0.643]
http://purl.obolibrary.org/obo/UBERON_0001890,forebrain,"",http://id.who.int/icd/entity/1426392298,"","","","","","","","","","","","","","",0.591,forebrain [0.591] | forelimb endochondral element [0.588] | mouth [0.567],PROMOT mapping: 'proximal' (LLM score: 0.591) | Candidates: forebrain [0.591] | forelimb endochondral element [0.588] | mouth [0.567]
http://purl.obolibrary.org/obo/HP_0001686,Loss of voice,"",http://id.who.int/icd/entity/1426641453,"","","","","","","","","","","","","","",0.5156,Loss of voice [0.516] | Dysphonia [0.504] | Abnormality of the voice [0.496],PROMOT mapping: 'Melody of speech' (LLM score: 0.5156) | Candidates: Loss of voice [0.516] | Dysphonia [0.504] | Abnormality of the voice [0.496]
http://purl.obolibrary.org/obo/HP_0003760,Percussion-induced rapid rolling muscle contractions,"",http://id.who.int/icd/entity/1434015402|http://id.who.int/icd/entity/1777008610,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5869,Percussion-induced rapid rolling muscle contractions [0.587] | Spasticity [0.559] | Myoclonus [0.509] || Percussion-induced rapid rolling muscle contractions [0.51] | Myoclonus [0.456] | Motor Function Assessment [0.456],PROMOT mapping: 'Stretch motor reflex' (LLM score: 0.5869) | Candidates: Percussion-induced rapid rolling muscle contractions [0.587] | Spasticity [0.559] | Myoclonus [0.509] | PROMOT mapping: 'Motor reflex functions' (LLM score: 0.51) | Candidates: Percussion-induced rapid rolling muscle contractions [0.51] | Myoclonus [0.456] | Motor Function Assessment [0.456]
http://purl.obolibrary.org/obo/UBERON_0015203,non-connected functional system,"",http://id.who.int/icd/entity/1436113794|http://id.who.int/icd/entity/1748092144|http://purl.obolibrary.org/obo/PROMOT_0010044,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.521,non-connected functional system [0.505] | life cycle stage [0.479] | physical quality [0.461] || non-connected functional system [0.521] | Joint hypermobility [0.518] | synovial limb joint [0.505] || non-connected functional system [0.501] | Aggravated by [0.498] | Joint hypermobility [0.49],"PROMOT mapping: 'Community, social and civic life' (LLM score: 0.5054) | Candidates: non-connected functional system [0.505] | life cycle stage [0.479] | physical quality [0.461] | PROMOT mapping: 'Stability of a single joint' (LLM score: 0.521) | Candidates: non-connected functional system [0.521] | Joint hypermobility [0.518] | synovial limb joint [0.505] | PROMOT mapping: 'Active' (LLM score: 0.5014) | Candidates: non-connected functional system [0.501] | Aggravated by [0.498] | Joint hypermobility [0.49]"
http://purl.obolibrary.org/obo/HP_0033127,Abnormality of the musculoskeletal system,"",http://id.who.int/icd/entity/1438965984,"","","","","","","","","","","","","","",0.7212,Abnormality of the musculoskeletal system [0.721] | muscle structure [0.693] | Abnormality of the musculature [0.686],PROMOT mapping: 'Additional musculoskeletal structures related to movement' (LLM score: 0.7212) | Candidates: Abnormality of the musculoskeletal system [0.721] | muscle structure [0.693] | Abnormality of the musculature [0.686]
http://purl.obolibrary.org/obo/NCIT_C172435,Sit to Stand Test,"",http://id.who.int/icd/entity/1462755743|http://purl.obolibrary.org/obo/PROMOT_0010052,"","","","","","","","","","","","","","",0.6126,Sit to Stand Test [0.613] | has an isolated presentation [0.562] | Step Test [0.489] || Sit to Stand Test [0.516] | Falls [0.496] | Step Test [0.426],PROMOT mapping: 'Standing' (LLM score: 0.6126) | Candidates: Sit to Stand Test [0.613] | has an isolated presentation [0.562] | Step Test [0.489] | PROMOT mapping: 'Risk of fall assessed' (LLM score: 0.5155) | Candidates: Sit to Stand Test [0.516] | Falls [0.496] | Step Test [0.426]
http://purl.obolibrary.org/obo/UBERON_0006056,posterior surface of head,"",http://id.who.int/icd/entity/1474003417|http://id.who.int/icd/entity/1820174762,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5508,posterior surface of head [0.535] | subdivision of head [0.523] | Abnormality of the head [0.495] || posterior surface of head [0.551] | presumptive hindbrain [0.537] | abdomen [0.533],PROMOT mapping: 'Maintaining head position' (LLM score: 0.5349) | Candidates: posterior surface of head [0.535] | subdivision of head [0.523] | Abnormality of the head [0.495] | PROMOT mapping: 'back' (LLM score: 0.5508) | Candidates: posterior surface of head [0.551] | presumptive hindbrain [0.537] | abdomen [0.533]
http://purl.obolibrary.org/obo/HP_0010550,Paraplegia,"",http://id.who.int/icd/entity/1515853559,http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007|http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","","","","","",0.5124,Paraplegia [0.512] | familial episodic pain syndrome with predominantly lower limb involvement [0.496] | meralgia paresthetica [0.495],PROMOT mapping: 'Pain in lower limb' (LLM score: 0.5124) | Candidates: Paraplegia [0.512] | familial episodic pain syndrome with predominantly lower limb involvement [0.496] | meralgia paresthetica [0.495]
http://purl.obolibrary.org/obo/HP_0003808,Abnormal muscle tone,"",http://id.who.int/icd/entity/1521707777|http://id.who.int/icd/entity/1839310222|http://id.who.int/icd/entity/260756767|http://purl.obolibrary.org/obo/PROMOT_0032040|http://purl.obolibrary.org/obo/PROMOT_0032042|http://purl.obolibrary.org/obo/PROMOT_0032053,http://snomed.info/id/12894003|http://snomed.info/id/84100007,"Functional assessment|Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/1328675264|http://id.who.int/icd/entity/2048203604,Eating|Mobility,"","",0.7189,Abnormal muscle tone [0.583] | striated muscle tissue [0.582] | muscle structure [0.57] || Abnormal muscle tone [0.678] | myotonic syndrome [0.598] | muscle organ [0.538] || Abnormal muscle tone [0.719] | myotonic syndrome [0.601] | Hypotonia [0.575] || Abnormal muscle tone [0.548] | striated muscle tissue [0.545] | isolated facial myokymia [0.52] || Abnormal muscle tone [0.539] | striated muscle tissue [0.528] | subdivision of trunk [0.514] || Abnormal muscle tone [0.501] | duration [0.469] | Weak extraocular muscles [0.464],PROMOT mapping: 'Endurance of muscle groups' (LLM score: 0.5825) | Candidates: Abnormal muscle tone [0.583] | striated muscle tissue [0.582] | muscle structure [0.57] | PROMOT mapping: 'Muscle tone functions' (LLM score: 0.6776) | Candidates: Abnormal muscle tone [0.678] | myotonic syndrome [0.598] | muscle organ [0.538] | PROMOT mapping: 'Tone of all muscles of the body' (LLM score: 0.7189) | Candidates: Abnormal muscle tone [0.719] | myotonic syndrome [0.601] | Hypotonia [0.575] | PROMOT mapping: 'Endurance of a set of masticatory muscles' (LLM score: 0.5475) | Candidates: Abnormal muscle tone [0.548] | striated muscle tissue [0.545] | isolated facial myokymia [0.52] | PROMOT mapping: 'Endurance of muscle of trunk' (LLM score: 0.5388) | Candidates: Abnormal muscle tone [0.539] | striated muscle tissue [0.528] | subdivision of trunk [0.514] | PROMOT mapping: 'Endurance of thenar muscle' (LLM score: 0.5014) | Candidates: Abnormal muscle tone [0.501] | duration [0.469] | Weak extraocular muscles [0.464]
http://purl.obolibrary.org/obo/HP_0100543,Cognitive impairment,"",http://id.who.int/icd/entity/1525383756,"","","","","","","","","","","","","","",0.4796,"Cognitive impairment [0.48] | intellectual disability, autosomal dominant [0.471] | intellectual disability [0.469]","PROMOT mapping: 'Intellectual functions' (LLM score: 0.4796) | Candidates: Cognitive impairment [0.48] | intellectual disability, autosomal dominant [0.471] | intellectual disability [0.469]"
http://purl.obolibrary.org/obo/UBERON_0010329,paired limb/fin bud mesenchyme,"",http://id.who.int/icd/entity/1528299701,http://purl.obolibrary.org/obo/HP_0001761,Pes cavus,"","","","","","","","","","","","",0.5232,paired limb/fin bud mesenchyme [0.523] | mesenchyme of footplate [0.516] | fascia [0.504],PROMOT mapping: 'Ligaments and fasciae of ankle and foot' (LLM score: 0.5232) | Candidates: paired limb/fin bud mesenchyme [0.523] | mesenchyme of footplate [0.516] | fascia [0.504]
http://purl.obolibrary.org/obo/UBERON_0000105,life cycle stage,"",http://id.who.int/icd/entity/1535125568|http://id.who.int/icd/entity/1873256446|http://id.who.int/icd/entity/524305529,"","","","","","","","","","","","","","",0.6461,"life cycle stage [0.522] | Transient [0.481] | life cycle [0.476] || life cycle stage [0.508] | life cycle [0.455] | non-connected functional system [0.402] || life cycle stage [0.646] | structure, cavities [0.558] | gross anatomical part [0.527]","PROMOT mapping: 'Domestic life' (LLM score: 0.5219) | Candidates: life cycle stage [0.522] | Transient [0.481] | life cycle [0.476] | PROMOT mapping: 'Community life' (LLM score: 0.5083) | Candidates: life cycle stage [0.508] | life cycle [0.455] | non-connected functional system [0.402] | PROMOT mapping: 'Major life areas' (LLM score: 0.6461) | Candidates: life cycle stage [0.646] | structure, cavities [0.558] | gross anatomical part [0.527]"
http://purl.obolibrary.org/obo/UBERON_0005090,muscle structure,"",http://id.who.int/icd/entity/1571232890|http://id.who.int/icd/entity/1789365017,http://purl.obolibrary.org/obo/HP_0003327|http://purl.obolibrary.org/obo/HP_0004878|http://purl.obolibrary.org/obo/PROMOT_0032019|http://snomed.info/id/12894003,Axial muscle weakness|Intercostal muscle weakness|Fatigable weakness of axial muscles|Functional assessment,"","","","","","",http://id.who.int/icd/entity/556694745,Power of muscles of the trunk,"","","","",0.6037,muscle structure [0.463] | jaw muscle [0.442] | thoracic skeleton [0.438] || muscle structure [0.604] | muscle organ [0.589] | Muscle weakness [0.583],PROMOT mapping: 'Intercostal muscles' (LLM score: 0.4633) | Candidates: muscle structure [0.463] | jaw muscle [0.442] | thoracic skeleton [0.438] | PROMOT mapping: 'Power of isolated muscles and muscle groups' (LLM score: 0.6037) | Candidates: muscle structure [0.604] | muscle organ [0.589] | Muscle weakness [0.583]
http://purl.obolibrary.org/obo/UBERON_0006585,vestibular organ,"",http://id.who.int/icd/entity/1607952955|http://id.who.int/icd/entity/1831985718,http://snomed.info/id/12894003,Functional assessment,"","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.724,vestibular organ [0.641] | vestibular disorder [0.542] | vestibular labyrinth [0.515] || vestibular organ [0.724] | Abnormal homeostasis [0.581] | ear [0.537],PROMOT mapping: 'Vestibular functions' (LLM score: 0.6414) | Candidates: vestibular organ [0.641] | vestibular disorder [0.542] | vestibular labyrinth [0.515] | PROMOT mapping: 'Vestibular function of balance' (LLM score: 0.724) | Candidates: vestibular organ [0.724] | Abnormal homeostasis [0.581] | ear [0.537]
http://purl.obolibrary.org/obo/UBERON_0015063,autopod endochondral element,"",http://id.who.int/icd/entity/1608009360,"","","","","","","","","","","","","","",0.4918,autopod endochondral element [0.492] | Autoimmunity [0.465] | autosomal anomaly [0.447],PROMOT mapping: 'Self-care' (LLM score: 0.4918) | Candidates: autopod endochondral element [0.492] | Autoimmunity [0.465] | autosomal anomaly [0.447]
http://purl.obolibrary.org/obo/MONDO_0019056,neuromuscular disease,"",http://id.who.int/icd/entity/161488596,"","","","","","","","","","","","","","",0.7241,neuromuscular disease [0.724] | movement disorder [0.671] | nervous system [0.645],PROMOT mapping: 'Neuromusculoskeletal and movement-related functions' (LLM score: 0.7241) | Candidates: neuromuscular disease [0.724] | movement disorder [0.671] | nervous system [0.645]
http://purl.obolibrary.org/obo/UBERON_0015212,lateral structure,"",http://id.who.int/icd/entity/161781738|http://id.who.int/icd/entity/512553770|http://id.who.int/icd/entity/819739306,"","","","","","","","","","","","","","",0.6567,lateral structure [0.651] | left lung [0.565] | left dorsal aorta [0.557] || lateral structure [0.652] | Diplopia [0.486] | multi-tissue structure [0.475] || lateral structure [0.657] | right lung [0.534] | right cerebral hemisphere [0.53],PROMOT mapping: 'left' (LLM score: 0.6509) | Candidates: lateral structure [0.651] | left lung [0.565] | left dorsal aorta [0.557] | PROMOT mapping: 'both sides' (LLM score: 0.6519) | Candidates: lateral structure [0.652] | Diplopia [0.486] | multi-tissue structure [0.475] | PROMOT mapping: 'right' (LLM score: 0.6567) | Candidates: lateral structure [0.657] | right lung [0.534] | right cerebral hemisphere [0.53]
http://purl.obolibrary.org/obo/MONDO_0700005,idiopathic,"",http://id.who.int/icd/entity/1632143254|http://purl.obolibrary.org/obo/PROMOT_0031005|http://purl.obolibrary.org/obo/PROMOT_0031006,"","","","","","","","","","","","","","",0.635,idiopathic [0.635] | idiopathic disease [0.579] | idiopathic vs non-idiopathic [0.569] || idiopathic [0.604] | idiopathic vs non-idiopathic [0.591] | acquired [0.565] || idiopathic [0.599] | idiopathic vs non-idiopathic [0.595] | idiopathic disease [0.579],PROMOT mapping: 'not specified' (LLM score: 0.635) | Candidates: idiopathic [0.635] | idiopathic disease [0.579] | idiopathic vs non-idiopathic [0.569] | PROMOT mapping: 'variant origin unknown' (LLM score: 0.6041) | Candidates: idiopathic [0.604] | idiopathic vs non-idiopathic [0.591] | acquired [0.565] | PROMOT mapping: 'variant origin unrecorded' (LLM score: 0.5989) | Candidates: idiopathic [0.599] | idiopathic vs non-idiopathic [0.595] | idiopathic disease [0.579]
http://purl.obolibrary.org/obo/NCIT_C87802,Physical Strength,"",http://id.who.int/icd/entity/1674298945|http://id.who.int/icd/entity/389047611|http://purl.obolibrary.org/obo/PROMOT_0032068,http://snomed.info/id/84100007,"Clinical interview|History taking|History taking, health|Taking health history","","","","","","","","",http://id.who.int/icd/entity/2048203604,Mobility,"","",0.592,Physical Strength [0.572] | Abnormal muscle tone [0.548] | congenital generalized hypercontractile muscle stiffness syndrome [0.528] || Physical Strength [0.592] | Increased muscle fatiguability [0.547] | Abnormal muscle physiology [0.529] || Physical Strength [0.527] | Impaired toe-walking ability [0.507] | Increased muscle fatiguability [0.504],PROMOT mapping: 'Endurance of all muscles of the body' (LLM score: 0.5722) | Candidates: Physical Strength [0.572] | Abnormal muscle tone [0.548] | congenital generalized hypercontractile muscle stiffness syndrome [0.528] | PROMOT mapping: 'Muscle endurance functions' (LLM score: 0.592) | Candidates: Physical Strength [0.592] | Increased muscle fatiguability [0.547] | Abnormal muscle physiology [0.529] | PROMOT mapping: 'Power of foot muscle' (LLM score: 0.5265) | Candidates: Physical Strength [0.527] | Impaired toe-walking ability [0.507] | Increased muscle fatiguability [0.504]
http://purl.obolibrary.org/obo/UBERON_0007831,pectoral girdle skeleton,"",http://id.who.int/icd/entity/169456190,http://purl.obolibrary.org/obo/HP_0003306,Spinal rigidity,"","","","","","",http://id.who.int/icd/entity/248265067,Mobility of joint functions,"","","","",0.565,pectoral girdle skeleton [0.565] | craniocervical muscle [0.554] | Klippel-Feil syndrome [0.538],PROMOT mapping: 'Joints of head and neck region' (LLM score: 0.565) | Candidates: pectoral girdle skeleton [0.565] | craniocervical muscle [0.554] | Klippel-Feil syndrome [0.538]
http://purl.obolibrary.org/obo/HP_0004626,Lumbar scoliosis,"",http://id.who.int/icd/entity/1747603619,http://purl.obolibrary.org/obo/HP_0002751|http://purl.obolibrary.org/obo/HP_0003306|http://purl.obolibrary.org/obo/HP_0003307,Kyphoscoliosis|Spinal rigidity|Hyperlordosis,"","","","","","","","","","","","",0.5525,Lumbar scoliosis [0.553] | lumbar nerve plexus [0.53] | heart layer [0.472],PROMOT mapping: 'Lumbar vertebral column' (LLM score: 0.5525) | Candidates: Lumbar scoliosis [0.553] | lumbar nerve plexus [0.53] | heart layer [0.472]
